id,adaptability,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,all_around_friendliness,affectionate_with_family,incredibly_kifriendly_dogs,dog_friendly,friendly_towarstrangers,health_grooming,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,trainability,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,exercise_needs,energy_level,intensity,potential_for_playfulness,breed_group,height,weight,lifspan,adapts_well_to_apartment_living
1387,3,5,3.0,1,5,2,3,2,3,1,5,2,3,1,5,3,2,2,3,3,3,4,5.0,5,1,3.0,3,2.0,4,Mixed Breed Dogs,12 to 15 inches. ,7 to 12 pounds,12 to 18 years. Tiny Bernedoodles tend to live longer than standard.,Hesitant
1388,4,2,4.0,2,1,4,3,4,5,3,2,3,3,1,2,3,2,1,3,3,3,5,4.0,4,2,4.0,3,2.0,4,Mixed Breed Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",44 to 55 pounds. ,12 - 15 years,Flexible
1389,3,1,4.0,3,4,2,4,5,4,2,3,2,3,1,4,3,3,1,3,5,4,4,4.0,3,5,4.0,3,2.0,5,Mixed Breed Dogs,20 to 25 inches,20 to 75 pounds,13 to 16 years,Versatile
1390,3,3,4.0,2,3,4,3,4,3,3,2,3,3,1,5,4,3,1,4,3,4,4,4.0,3,5,4.0,4,2.0,5,Companion Dogs,22 to 30 inches.,15 to 35 pounds ,10 to 14 years,Flexible
1391,2,3,,2,4,4,4,4,4,1,4,3,3,2,5,4,4,4,4,2,4,4,2.0,4,5,4.0,5,4.0,5,Mixed Breed Dogs,16 to 25 inches ,120 to 180 pounds,10 to 12 years,Resistant
1392,3,2,3.0,3,4,2,4,5,4,3,3,4,3,2,4,5,3,3,3,3,4,2,2.0,2,3,4.0,3,3.0,4,Mixed Breed Dogs,12 to 15 inches ,30 to 60 pounds,10 to 15 years,Hesitant
1393,3,2,3.0,2,1,2,4,4,4,3,2,3,1,1,4,3,3,2,3,2,4,4,3.0,1,4,4.0,4,4.0,4,Herding Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",80 to 110 pounds,10 to 15 years,Moderate
1394,4,5,5.0,3,3,2,4,5,5,4,4,2,4,1,5,3,4,1,3,3,4,3,2.0,1,3,4.0,3,2.0,4,Companion Dogs,8 to 18 inches ,9 to 15 pounds,12 to 15 years,Versatile
1395,4,3,5.0,2,2,3,3,5,4,3,4,2,1,1,3,5,3,2,4,5,4,4,3.0,4,4,3.0,5,5.0,4,Terrier Dogs,"Up to 1 foot, 2 inches tall at the shoulder",From 10 to 90 pounds,12 to 16 years,Flexible
1396,3,3,5.0,3,4,3,3,4,4,2,3,3,3,1,5,5,2,1,4,3,4,2,1.0,4,4,4.0,5,,4,Terrier Dogs,"Up to 1 foot, 2 inches tall at the shoulder",25 to 40 pounds,12 to 14 years,Versatile
1397,3,4,4.0,2,4,4,4,5,4,3,4,3,3,1,2,3,2,3,3,5,5,4,3.0,2,3,5.0,5,3.0,4,Herding Dogs,8 to 18 inches ,Starts at 20 pounds,10 to 15 years ,Moderate
1398,3,3,4.0,1,3,4,4,5,4,4,4,3,3,1,5,4,4,4,4,4,4,3,4.0,5,4,5.0,5,4.0,5,Hound Dogs,20 to 25 inches,120 to 180 pounds,12 to 15 years,Hesitant
1399,3,3,3.0,1,4,4,5,4,3,3,3,3,3,1,5,2,3,2,4,2,4,4,5.0,4,4,5.0,4,4.0,5,Herding Dogs,"2 feet to 2 feet, 4 inches tall at the shoulder",7 to 9 pounds,14 to 15 years,Resistant
1400,3,3,2.0,1,2,4,4,5,4,4,4,3,4,1,3,2,4,3,4,2,4,3,2.0,2,5,5.0,4,4.0,5,Mixed Breed Dogs,8 to 18 inches ,40 to 180 pounds,10 to 14 years,Versatile
1401,3,5,5.0,2,4,4,4,5,4,3,3,4,4,2,3,4,3,3,4,5,5,3,3.0,3,3,4.0,5,5.0,5,Sporting Dogs,"1 foot to 1 foot, 2 inches tall at the shoulder",25 to 46 pounds,10 to 12 years ,Hesitant
1402,4,4,4.0,1,3,4,4,5,4,4,3,2,3,1,5,4,3,4,3,4,5,3,3.0,2,3,4.0,3,3.0,5,Companion Dogs,20 to 25 inches,4 to 16 pounds ,10 to 15 years,Moderate
1403,3,3,4.0,1,3,4,4,5,4,3,4,3,1,1,5,4,3,2,3,5,4,4,3.0,1,3,5.0,5,3.0,5,Companion Dogs,20 to 25 inches,Starts at 20 pounds,10 to 15 years,Versatile
1404,3,2,4.0,2,2,3,4,4,2,4,2,3,3,1,2,4,5,2,4,3,3,2,4.0,4,5,5.0,4,4.0,4,Terrier Dogs,16 to 25 inches ,120 to 180 pounds,13 to 16 years,Versatile
1405,3,2,4.0,2,1,1,4,5,5,4,3,4,5,5,3,3,3,4,3,4,5,5,1.0,2,3,4.0,4,2.0,4,Working Dogs,16 to 25 inches,70 to 115 pounds,8 to 10 years,Moderate
1406,2,1,3.0,2,2,3,5,5,5,5,3,3,5,2,3,4,4,3,4,5,5,2,4.0,4,4,4.0,4,5.0,5,Sporting Dogs,19 to 24 inches,60 to 75 pounds,12 to 16 years,Moderate
1407,3,4,3.0,2,4,3,3,4,5,2,3,3,2,1,5,3,4,4,4,3,4,2,4.0,4,3,4.0,4,3.0,4,Mixed Breed Dogs,12 to 22 inches,40 to 70 pounds,14 to 16 years,Versatile
1408,3,4,3.0,5,1,2,3,2,2,2,2,3,1,1,5,5,5,1,4,3,4,3,5.0,1,1,3.0,3,2.0,4,Hound Dogs,10 to 14 inches,18 to 30 pounds,10 to 13 years,Versatile
1409,3,2,4.0,3,2,4,4,5,2,4,4,3,1,2,3,3,5,3,3,4,5,3,3.0,2,3,4.0,4,4.0,4,Sporting Dogs,12 to 15 inches ,30 to 60 pounds,10 to 14 years,Hesitant
1410,4,5,3.0,2,5,3,5,5,2,4,4,3,4,1,1,3,3,3,3,5,4,3,3.0,3,5,4.0,4,2.0,5,Mixed Breed Dogs,16 to 25 inches,30 to 60 pounds,12 to 15 years,Moderate
1411,3,3,3.0,3,3,4,3,4,3,2,2,3,3,1,4,3,3,1,3,3,4,1,3.0,4,3,4.0,2,2.0,4,Herding Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 14 years,Flexible
1412,4,4,4.0,1,3,4,5,4,5,4,3,3,2,1,4,4,5,2,4,5,5,2,4.0,4,4,4.0,4,5.0,5,Mixed Breed Dogs,"1 foot, 5 inches to 1 foot, 7 inches tall at the shoulder",30 to 80 pounds ,10 to 12 years,Flexible
1413,3,1,3.0,2,3,1,3,4,5,2,2,3,3,5,3,2,3,3,3,3,4,2,3.0,1,4,4.0,3,3.0,4,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,10 to 13 years,Resistant
1414,3,4,4.0,2,2,4,4,5,3,4,4,3,2,2,2,4,4,3,4,3,4,4,4.0,4,2,4.0,4,2.0,5,Mixed Breed Dogs,15 to 30 inches,9 to 15 pounds,12 to 15 years,Resistant
1415,3,2,4.0,3,1,4,4,5,5,4,3,3,3,1,3,4,2,3,4,4,4,3,3.0,4,3,5.0,5,4.0,5,Herding Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",9 to 15 pounds,10 to 12 years,Flexible
1416,3,2,4.0,2,2,3,4,5,4,4,4,4,4,2,3,2,4,4,3,4,4,3,1.0,2,2,4.0,5,4.0,4,Mixed Breed Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",Starts at 20 pounds,8 to 15 years,Hesitant
1417,3,3,4.0,1,2,4,5,5,5,2,5,3,2,1,5,5,3,2,4,4,5,4,4.0,2,5,5.0,4,4.0,5,Hound Dogs,22 to 30 inches.,7 to 15 pounds,10 to 12 years ,Moderate
1418,3,3,3.0,1,4,3,4,4,4,3,2,3,1,1,5,3,3,1,4,2,4,4,4.0,3,4,4.0,4,4.0,5,Hound Dogs,21 to 25 inches at the shoulder,55 to 70 pounds,12 to 14 years,Versatile
1419,3,3,4.0,3,4,2,4,5,4,4,3,2,3,1,5,4,3,4,4,4,4,3,4.0,2,3,4.0,3,3.0,5,Sporting Dogs,"8 inches to 1 foot, 2 inches tall at the shoulder",50 to 80 pounds ,10 to 13 years,Moderate
1420,4,3,4.0,1,4,4,4,5,4,4,4,3,4,1,3,4,1,2,3,4,3,1,4.0,3,1,4.0,4,3.0,5,Companion Dogs,20 to 29 inches,70 to 130 pounds,12 to 15 years,Flexible
1421,4,2,3.0,1,4,2,4,5,4,4,4,3,3,2,4,4,4,4,4,5,5,2,4.0,2,3,4.0,5,3.0,4,Working Dogs,8 to 18 inches ,20 to 50 pounds,12 to 15 years,Resistant
1422,3,3,5.0,3,2,4,5,4,5,5,5,3,3,1,4,4,5,3,4,2,4,3,4.0,2,5,5.0,5,5.0,5,Hound Dogs,"2 feet to 2 feet, 4 inches tall at the shoulder",25 to 27 pounds,10 to 12 years,Resistant
1423,3,1,4.0,2,4,1,5,4,5,5,3,3,5,4,5,3,5,4,4,2,4,4,4.0,4,5,5.0,4,5.0,5,Sporting Dogs,"1 foot, 11 inches to 2 feet, 2 inches tall at the shoulder",50 to 75 pounds,10 to 12 years,Resistant
1424,4,3,5.0,1,4,4,3,5,4,4,3,4,4,1,5,4,4,3,3,5,4,3,3.0,2,3,4.0,5,4.0,4,Herding Dogs,16 to 25 inches ,120 to 180 pounds,11 to 14 years,Resistant
1425,3,3,5.0,1,3,2,4,5,4,3,4,2,1,1,2,4,3,5,4,3,5,3,4.0,1,4,4.0,3,5.0,4,Mixed Breed Dogs,20 to 25 inches,9 to 15 pounds,11 to 14 years old,Resistant
1426,3,4,4.0,1,2,4,3,4,3,3,3,2,3,1,5,5,3,1,4,2,3,3,4.0,2,2,5.0,4,5.0,5,Herding Dogs,16 to 25 inches ,120 to 180 pounds,12 to 16 years,Versatile
1427,3,3,4.0,1,4,4,3,5,3,2,3,3,3,1,1,3,3,2,3,3,4,3,5.0,2,5,4.0,3,3.0,2,Companion Dogs,17 to 20 inches.,50 to 65 pounds,12 to 14 Years,Versatile
1428,3,2,3.0,2,2,3,4,5,4,3,2,3,4,2,4,3,2,3,3,3,4,2,3.0,4,2,4.0,3,3.0,3,Mixed Breed Dogs,12 to 16 inches,45 to 55 pounds,9 to 14 years,Moderate
1429,3,2,4.0,2,3,4,4,5,5,2,4,4,3,1,5,4,3,3,4,5,5,3,3.0,3,3,5.0,5,5.0,5,Sporting Dogs,10 inches to 11 inches tall at the shoulder,15 to 35 pounds ,10 to 14 years,Moderate
1430,4,2,3.0,3,2,3,4,5,5,3,3,3,4,2,4,3,4,2,3,5,4,2,3.0,2,4,4.0,4,4.0,4,Mixed Breed Dogs,11 to 17 inches,75 to 95 pounds,8 to 11 years,Hesitant
1431,4,3,3.0,3,2,2,4,4,3,3,3,2,1,1,3,5,3,4,3,4,4,3,5.0,4,2,3.0,3,2.0,4,Herding Dogs,10 to 14 inches,,12 to 15 years,Versatile
1432,3,4,4.0,2,2,2,4,5,4,4,3,2,4,2,5,3,3,3,3,5,4,2,4.0,4,3,4.0,5,4.0,5,Mixed Breed Dogs,14 to 18 inches,40 to 80 pounds,10 to 12 years,Hesitant
1433,3,2,4.0,2,2,4,3,4,4,3,3,2,1,1,5,4,2,4,3,1,4,2,4.0,2,3,4.0,4,4.0,5,Mixed Breed Dogs,16 to 25 inches ,120 to 180 pounds,12 to 14 years,Versatile
1434,4,3,3.0,2,5,2,5,5,5,4,4,3,3,5,2,4,4,2,4,4,5,2,3.0,4,4,4.0,4,4.0,4,Working Dogs,24 to 31 inches tall at the shoulder,15 to 17 pounds,12 to 14 years ,Moderate
1435,2,3,2.0,3,4,3,4,4,4,5,5,2,4,2,4,4,5,3,4,3,3,2,3.0,4,4,4.0,4,2.0,4,Mixed Breed Dogs,10 to 14 inches,30 to 60 pounds,12 to 14 years,Flexible
1436,3,3,3.0,3,1,4,4,4,2,2,3,3,1,1,2,4,4,2,3,3,4,3,2.0,3,4,3.0,3,1.0,4,Hybrid Dogs,10 to 14 inches,18 to 30 pounds,12 to 14 years,Versatile
1437,3,1,3.0,1,3,2,4,5,5,1,4,4,4,1,2,3,4,5,4,2,3,3,3.0,4,3,4.0,5,3.0,4,Working Dogs,"From 1 foot, 9 inches tall at the shoulder",120 to 180 pounds,10 to 12 years,Resistant
1438,2,2,3.0,3,5,3,3,5,5,3,1,3,4,1,3,2,2,4,4,4,4,2,5.0,4,3,4.0,4,2.0,3,Herding Dogs,16 to 25 inches,7 to 12 pounds,8 to 10 years,Moderate
1439,3,1,4.0,1,4,4,5,5,5,5,5,3,5,3,3,4,3,3,4,1,5,5,5.0,4,5,5.0,5,5.0,5,Sporting Dogs,9 inches to 1 foot tall at the shoulder,7 to 12 pounds,10 to 14 years,Resistant
1440,3,3,5.0,2,4,3,4,5,5,5,2,3,4,2,3,4,3,3,4,2,5,2,4.0,4,3,5.0,4,3.0,5,Sporting Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",17 to 23 pounds,10 to 12 years,Resistant
1441,4,2,3.0,1,4,3,4,5,4,4,3,4,1,2,3,2,2,5,3,4,5,2,3.0,2,3,4.0,4,3.0,4,Working Dogs,18 to 25 inches,30 to 60 pounds,14 to 17 years,Hesitant
1442,3,4,5.0,2,4,3,5,5,5,5,5,3,5,2,3,3,4,3,4,5,5,3,3.0,4,4,5.0,5,4.0,5,Sporting Dogs,26 to 34 inches tall at the shoulder,60 to 95 pounds ,9 to 15 years,Resistant
1443,3,5,4.0,2,2,4,4,4,3,3,4,2,2,1,5,3,5,2,4,2,4,2,2.0,4,4,4.0,4,4.0,5,Companion Dogs,21 to 25 inches at the shoulder,120 to 180 pounds,6 to 10 years,Versatile
1444,2,2,4.0,1,5,1,4,5,5,4,4,4,4,2,4,3,4,4,3,5,5,5,3.0,2,3,4.0,5,3.0,5,Working Dogs,20 to 27 inches ,14 to 18 pounds,10 to 12 years,Resistant
1445,3,3,4.0,2,3,2,4,4,4,2,2,3,3,1,2,5,3,1,3,2,4,3,5.0,5,5,4.0,5,4.0,5,Hound Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 100 pounds,12 to 15 years,Versatile
1446,3,4,4.0,1,3,2,4,4,4,4,3,2,2,2,5,2,2,4,3,2,5,3,3.0,3,3,4.0,4,3.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,10 to 12 years,Versatile
1447,3,3,3.0,3,2,5,3,4,3,3,4,3,3,1,4,3,3,2,4,3,4,4,4.0,4,2,4.0,4,4.0,4,Herding Dogs,17 to 20 inches.,44 to 55 pounds. ,12 to 13 years,Versatile
1448,3,2,4.0,2,4,5,4,4,5,4,3,3,1,2,1,4,4,3,3,4,5,4,5.0,4,2,4.0,4,2.0,4,Herding Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",70 to 115 pounds,7 to 9 years,Versatile
1449,3,3,4.0,1,3,4,4,5,4,4,4,3,4,1,5,3,3,2,5,5,4,3,3.0,3,5,5.0,5,5.0,5,Companion Dogs,16 to 25 inches ,Starts at 20 pounds,13 to 18 years,Resistant
1450,3,2,4.0,4,3,2,4,5,5,4,3,4,4,4,5,2,3,2,3,4,4,4,4.0,3,3,4.0,3,3.0,4,Mixed Breed Dogs,9 inches to 10 inches tall at the shoulder,90 to 150 pounds. ,13 to 18 years,Moderate
1451,3,3,4.0,5,3,4,5,5,5,2,4,3,4,1,5,4,3,3,4,5,5,3,3.0,4,5,5.0,5,4.0,5,Sporting Dogs,20 to 25 inches,9 to 15 pounds,10 to 14 years,Resistant
1452,4,5,4.0,3,3,3,3,4,2,3,4,2,2,1,4,5,3,2,3,3,4,4,5.0,3,3,3.0,3,2.0,4,Companion Dogs,22 inches to 26 inches tall at the shoulder,40 to 70 pounds,12 to 15 years,Versatile
1453,3,2,3.0,3,4,1,4,5,4,3,2,4,4,3,3,2,4,5,4,4,4,5,3.0,1,1,4.0,4,4.0,5,Working Dogs,8 inches to 10 inches tall at the shoulder,15 to 17 pounds,10 to 14 years ,Resistant
1454,3,5,4.0,3,4,2,4,5,4,4,3,4,4,2,3,3,3,3,3,5,5,2,3.0,2,3,4.0,5,3.0,4,Sporting Dogs,27 to 32 inches tall at the shoulder,70 to 115 pounds,9 to 15 years,Resistant
1455,4,4,2.0,2,2,3,5,4,5,3,2,3,2,1,4,4,2,2,3,2,3,3,2.0,4,4,4.0,4,3.0,4,Mixed Breed Dogs,22 inches to 26 inches tall at the shoulder,44 to 55 pounds. ,7 to 10 years,Moderate
1456,4,5,3.0,2,3,2,4,5,5,4,3,3,1,2,1,3,4,4,3,3,4,4,4.0,4,4,4.0,4,2.0,4,Hound Dogs,12 to 16 inches,30 to 60 pounds,12 to 15 years,Moderate
1457,2,2,3.0,2,4,3,4,5,5,2,3,3,3,2,3,3,4,4,3,3,4,3,5.0,2,3,4.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 11 inches to 2 feet, 6 inches tall at the shoulder",10 to 20 pounds,13 to 14 years,Hesitant
1458,3,2,4.0,3,4,3,4,5,4,5,4,4,4,2,3,4,4,4,3,5,5,2,3.0,3,3,5.0,5,3.0,5,Sporting Dogs,20 to 27 inches ,Starts at 20 pounds,12 to 17 years,Moderate
1459,3,2,5.0,3,3,2,4,3,1,2,2,2,1,1,4,1,3,5,3,2,4,2,,3,2,3.0,2,3.0,4,Working Dogs,12 to 15 inches. ,110 to 200 pounds,12 to 18 years,Versatile
1460,2,3,4.0,3,4,3,4,4,5,3,2,3,3,2,5,4,3,3,4,3,4,2,2.0,4,4,4.0,4,2.0,4,Sporting Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",7 to 12 pounds,10 to 12 years,Flexible
1461,3,5,4.0,3,2,3,2,4,4,1,4,2,1,1,4,5,4,3,3,3,5,2,4.0,3,4,5.0,5,2.0,4,Herding Dogs,12 to 15 inches. ,40 to 95 pounds,12 to 15 years,Hesitant
1462,3,2,4.0,2,3,3,3,5,4,2,3,2,2,1,1,3,4,4,3,3,4,3,2.0,4,2,4.0,5,4.0,5,Sporting Dogs,7 to 12 inches,14 to 16 pounds,12 to 15 years. ,Flexible
1463,4,3,4.0,1,4,4,4,5,4,4,4,2,4,1,3,4,4,5,4,5,4,4,3.0,3,3,4.0,5,4.0,5,Terrier Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,12 to 14 years,Moderate
1464,3,2,4.0,2,4,2,4,5,4,4,3,3,1,2,4,3,5,4,3,4,4,3,2.0,4,3,4.0,4,3.0,5,Hound Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",Starts at 20 pounds,11 to 20 years,Hesitant
1465,3,3,5.0,1,2,2,5,5,5,3,3,3,4,3,4,5,4,2,4,4,4,4,3.0,4,5,4.0,5,2.0,4,Mixed Breed Dogs,9 inches to 1 foot tall at the shoulder,25 to 35 pounds. ,12 to 15 years ,Hesitant
1466,2,4,4.0,1,4,2,4,5,2,3,2,3,3,3,2,4,3,1,3,3,3,2,2.0,2,1,4.0,4,2.0,4,Terrier Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",30 to 60 pounds,12 to 14 years,Hesitant
1467,3,3,4.0,2,2,4,3,4,4,2,2,2,2,1,5,5,2,2,4,2,3,4,4.0,5,5,5.0,4,3.0,5,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 15 years,Versatile
1468,2,2,5.0,3,5,3,5,4,4,5,5,3,5,1,4,4,2,3,4,3,4,2,5.0,4,4,5.0,5,5.0,5,Hound Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",18 to 30 pounds,10 to 12 years,Resistant
1469,3,5,5.0,1,2,1,5,5,5,4,5,2,1,1,2,3,4,5,3,4,3,4,2.0,2,2,3.0,3,2.0,4,Companion Dogs,17 to 25 inches,10 to 20 pounds,12 to 14 years,Versatile
1470,3,4,5.0,3,2,3,3,4,3,1,2,2,3,1,5,4,3,1,4,3,3,4,4.0,5,5,4.0,4,4.0,3,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 100 pounds,12 to 15 years,Versatile
1471,2,3,2.0,2,3,2,3,5,3,3,1,3,3,3,3,3,3,3,3,3,4,4,5.0,3,4,4.0,2,5.0,4,Terrier Dogs,19 to 24 inches,7 to 12 pounds,11 to 13 years,Flexible
1472,4,4,5.0,1,4,2,5,5,5,5,4,2,1,1,1,3,4,4,4,5,5,3,3.0,2,2,4.0,5,3.0,5,Companion Dogs,18 to 23.5 inches,9 to 13 pounds,12 to 15 years,Versatile
1473,4,3,3.0,1,4,3,5,5,5,4,5,3,5,5,3,3,2,3,4,4,4,4,2.0,3,4,4.0,3,2.0,4,Working Dogs,19 to 24 inches,25 to 35 pounds. ,10 to 14 years,Moderate
1474,3,2,2.0,2,2,3,4,5,4,4,4,4,3,1,3,4,4,3,3,3,4,2,3.0,2,3,4.0,3,3.0,4,Mixed Breed Dogs,10 inches to 1 foot tall at the shoulder,20 to 75 pounds,12 - 15 years,Moderate
1475,3,3,3.0,2,3,4,3,4,1,2,2,3,3,1,3,5,3,3,4,3,4,4,5.0,4,5,4.0,5,4.0,4,Sporting Dogs,22 inches to 26 inches tall at the shoulder,50 to 65 pounds,12 to 16 years,Resistant
1476,3,3,5.0,1,5,4,5,5,5,5,4,3,3,1,1,4,3,4,4,4,5,5,4.0,2,5,5.0,5,4.0,5,Sporting Dogs,"1 foot, 8 inches to 2 feet, 3 inches tall at the shoulder",30 to 80 pounds ,10 to 14 years. ,Resistant
1477,4,2,5.0,2,2,3,4,5,5,4,4,3,4,2,3,4,4,4,3,4,3,3,3.0,2,3,4.0,4,3.0,4,Mixed Breed Dogs,8 to 18 inches ,9 to 13 pounds,12 to 15 years,Hesitant
1478,3,3,4.0,2,4,3,3,4,5,2,3,3,3,1,5,4,3,4,4,3,5,2,3.0,5,4,4.0,4,4.0,4,Mixed Breed Dogs,17 to 20 inches.,25 to 40 pounds,8 to 11 years,Resistant
1479,4,3,3.0,1,1,2,3,4,3,3,2,2,4,1,4,5,3,1,3,3,4,2,2.0,3,2,2.0,4,3.0,4,Companion Dogs,10 to 14 inches,45 to 55 pounds,12 to 15 years,Moderate
1480,3,3,5.0,2,4,3,4,5,5,5,4,3,3,1,4,4,2,2,4,2,4,4,5.0,4,4,4.0,4,4.0,4,Hound Dogs,22 inches to 26 inches tall at the shoulder,25 to 35 pounds. ,10 to 12 years,Flexible
1481,4,4,3.0,3,1,3,4,5,4,3,3,3,1,3,4,3,4,3,3,3,4,3,1.0,2,2,4.0,3,3.0,4,Working Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",Starts at 30 pounds,12 to 15 years,Moderate
1482,3,4,3.0,1,3,4,4,4,3,2,2,3,1,1,1,5,3,2,4,3,4,3,2.0,4,5,3.0,3,2.0,4,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",25 to 40 pounds,14 to 15 years,Versatile
1483,3,3,4.0,1,2,3,5,4,5,2,4,3,2,1,5,4,4,2,3,2,3,3,3.0,3,4,5.0,4,4.0,5,Herding Dogs,20 to 25 inches,120 to 180 pounds,12 to 14 years ,Versatile
1484,4,4,4.0,2,2,4,4,5,3,4,4,3,5,2,3,4,2,1,3,4,5,3,2.0,3,2,4.0,4,3.0,4,Mixed Breed Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",40 to 70 pounds,10 to 12 years,Versatile
1485,3,3,4.0,2,4,3,4,5,5,3,2,3,1,2,4,4,3,3,3,1,4,2,5.0,2,3,4.0,4,4.0,4,Hound Dogs,12 to 16 inches,30 to 60 pounds,12 to 15 years,Moderate
1486,3,2,4.0,2,2,2,5,5,4,3,5,3,3,1,3,4,5,2,4,4,3,4,5.0,4,4,4.0,4,3.0,4,Hound Dogs,"1 foot, 11 inches to 2 feet, 3 inches tall at the shoulder",25 to 35 pounds. ,6 to 10 years,Flexible
1487,3,1,4.0,1,1,3,2,5,2,2,2,4,3,4,5,4,3,5,4,2,3,4,5.0,2,5,5.0,5,2.0,4,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 50 pounds,10 to 12 years,Moderate
1488,3,5,4.0,1,4,4,4,5,4,4,4,2,4,1,4,4,3,3,4,5,5,5,3.0,3,5,5.0,5,5.0,5,Hound Dogs,9 to 12 inches,18 to 22 pounds,12 to 15 years,Resistant
1489,2,2,3.0,4,5,1,3,5,4,2,3,4,5,4,3,1,3,5,2,3,3,5,5.0,2,2,4.0,3,2.0,4,Working Dogs,19 to 24 inches,70 to 115 pounds,14 to 15 years,Resistant
1490,3,5,5.0,1,4,3,4,5,5,4,4,4,4,1,2,4,4,5,3,4,5,3,5.0,2,2,4.0,5,3.0,5,Companion Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",25 to 30 pounds,11 to 20 years,Moderate
1491,2,2,4.0,2,4,3,5,5,5,5,4,4,5,2,3,4,2,3,4,4,5,5,3.0,2,3,4.0,5,5.0,5,Sporting Dogs,24 to 31 inches tall at the shoulder,15 to 17 pounds,10 to 14 years,Resistant
1492,3,3,4.0,2,1,3,4,5,5,3,4,3,4,2,5,3,4,3,3,2,4,2,3.0,4,3,4.0,4,4.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,10 to 15 years,Hesitant
1493,3,2,4.0,2,3,2,4,5,4,4,4,4,4,2,5,3,4,4,3,4,4,3,3.0,2,3,5.0,5,5.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,8 to 12 years,Resistant
1494,3,4,2.0,1,2,3,4,5,5,2,4,3,3,1,5,4,2,3,4,3,4,3,4.0,2,5,4.0,4,4.0,5,Mixed Breed Dogs,22 to 30 inches.,50 to 90 pounds,11 to 14 years,Flexible
1495,3,3,3.0,2,3,2,4,5,4,4,3,3,1,2,3,3,2,5,3,4,4,2,2.0,2,1,4.0,4,2.0,4,Herding Dogs,12 to 15 inches ,30 to 60 pounds,12 to 15 years,Moderate
1496,2,2,3.0,2,4,2,4,5,4,4,3,4,3,1,3,4,4,4,3,4,4,2,1.0,2,1,2.0,4,3.0,4,Hybrid Dogs,16 to 25 inches,30 to 60 pounds,10 to 15 years,Moderate
1497,3,3,3.0,3,3,4,4,4,4,4,4,3,3,1,2,3,4,4,4,4,4,1,3.0,4,1,4.0,5,4.0,5,Hound Dogs,"1 foot, 11 inches to 2 feet, 3 inches tall at the shoulder",8 to 14 pounds,12 to 15 years,Resistant
1498,3,1,3.0,3,4,4,4,5,4,2,3,3,3,1,5,4,3,3,4,2,4,1,3.0,2,3,4.0,5,4.0,5,Sporting Dogs,"2 feet, 1 inch to 2 feet, 3 inches tall at the shoulder",45 to 70 pounds,10 to 12 years,Resistant
1499,3,5,3.0,3,3,3,5,5,3,3,4,3,1,1,4,2,3,1,4,1,4,2,4.0,4,4,4.0,5,3.0,5,Terrier Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,10 to 15 years,Flexible
1500,3,5,3.0,1,2,3,4,4,3,1,4,3,2,1,5,4,3,1,3,1,3,4,3.0,3,2,4.0,4,4.0,5,Mixed Breed Dogs,21 to 25 inches at the shoulder,120 to 180 pounds,12 to 14 years,Versatile
1501,3,5,4.0,1,2,4,4,5,4,4,3,2,2,1,5,4,4,1,3,4,4,3,3.0,2,3,5.0,5,4.0,5,Mixed Breed Dogs,20 to 25 inches,9 to 15 pounds,10 to 15 years ,Resistant
